#
#
# US Geological Survey
# retrieved: 2014-08-22 13:51:14 EDT
# URL: http://nwis.waterdata.usgs.gov/nwis/dv
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#  drain_area_va   -- Drainage area
#
#
# query started 2014-08-22 13:51:14 EDT
#
# there are 598 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	drain_area_va
USGS	05333500	ST. CROIX RIVER NEAR DANBURY, WI	ST	46.07611110	-92.24666670	S	NAD83	1580
USGS	05335010	LOON CREEK NEAR DANBURY, WI	ST	45.98994338	-92.21213520	S	NAD83	16.90
USGS	05335380	BASHAW BROOK NEAR SHELL LAKE, WI	ST	45.78383569	-92.13101830	S	NAD83	24.90
USGS	05335500	CLAM RIVER NEAR WEBSTER, WI	ST	45.88105960	-92.48797500	S	NAD83	361.00
USGS	05336000	ST. CROIX RIVER NEAR GRANTSBURG, WI	ST	45.92356130	-92.63908800	S	NAD83	2820
USGS	05339000	WOOD RIVER NEAR GRANTSBURG, WI	ST	45.76384310	-92.75020630	M	NAD83	185.00
USGS	05340390	TRADE RIVER NEAR TRADE RIVER, WI	ST	45.59833330	-92.76722220	S	NAD83	158
USGS	05340500	ST. CROIX RIVER AT ST. CROIX FALLS, WI	ST	45.40694440	-92.64694440	S	NAD83	6240
USGS	05341375	RICE CREEK NEAR BALSAM LAKE, WI	ST	45.49079095	-92.46881070	S	NAD83	12.5
USGS	05341402	BALSAM BRANCH AT BALSAM LAKE, WI	ST	45.44690309	-92.45047590	S	NAD83	52.8
USGS	05341500	APPLE RIVER NEAR SOMERSET, WI	ST	45.15750000	-92.71638890	S	NAD83	579
USGS	05341687	WILLOW RIVER AT STATE HIGHWAY 46 NEAR DEER PARK,WI	ST	45.15886110	-92.38458330	5	NAD83	83.4
USGS	05341694	SOUTH FORK WILLOW RIVER AT US HWY 63 NEAR CYLON,WI	ST	45.13386110	-92.38394440	5	NAD83	33.3
USGS	053416966	DRY RUN AT 190TH STREET NEAR JEWETT, WI	ST	45.11513889	-92.41625000	5	NAD83	27.8
USGS	053416972	WILLOW RIVER @ COUNTY TRUNK HIGHWAY T AT JEWETT,WI	ST	45.12002778	-92.43630560	5	NAD83	156.3
USGS	05341752	WILLOW RIVER @ WILLOW R STATE PARK NR BURKHARDT,WI	ST	45.01166667	-92.70833330	S	NAD83	292
USGS	05342000	KINNICKINNIC RIVER NEAR RIVER FALLS, WI	ST	44.83083330	-92.73305560	S	NAD83	165
USGS	05344490	ST. CROIX RIVER AT PRESCOTT, WI	ST	44.74913428	-92.80464730	S	NAD83	7650
USGS	05344500	MISSISSIPPI RIVER AT PRESCOTT, WI	ST	44.74580095	-92.80020260	S	NAD83	44800
USGS	05355322	RUSH RIVER NEAR ESDAILE, WI	ST	44.62663380	-92.33240530	S	NAD83	169
USGS	05355500	WEST FORK CHIPPEWA RIVER AT LESSARDS, WI	ST	45.89940260	-91.09239140	S	NAD83	474.00
USGS	05356000	CHIPPEWA RIVER AT BISHOPS BRIDGE NEAR WINTER, WI	ST	45.84861110	-91.07888890	S	NAD83	790
USGS	05356078	GRINDSTONE CREEK @ COUNTY TRNK HWY E NR RESERVE,WI	ST	45.94550979	-91.38517160	S	NAD83	3.99
USGS	05356121	COUDERAY R AT COUNTY HIGHWAY B NEAR COUDERAY, WI	ST	45.79523467	-91.35210850	S	NAD83	169.00
USGS	05356500	CHIPPEWA RIVER NEAR BRUCE, WI	ST	45.45218670	-91.26098780	S	NAD83	1650
USGS	05357157	MANITOWISH RIVER NR CT HWY H NR BOULDER JCT. WI	ST	46.09467210	-89.72431950	S	NAD83	79
USGS	05357182	RICE CREEK AT CT HIGHWAY K NR BOULDER JUNCTION, WI	ST	46.14027778	-89.74805560	S	NAD83	24.9
USGS	05357206	ALLEQUASH CREEK SITE NO. 3 NR BOULDER JUNCTION, WI	ST	46.03277778	-89.60777780	S	NAD83	3.8
USGS	05357215	ALLEQUASH CREEK @ CT HWY M NR BOULDER JUNCTION, WI	ST	46.02388889	-89.65277780	S	NAD83	8.43
USGS	05357225	STEVENSON CREEK @ CT HWY M NR BOULDER JUNCTION, WI	ST	46.06138889	-89.64722220	S	NAD83	7.96
USGS	05357230	NORTH CREEK AT TROUT LAKE NEAR BOULDER JUNCTION,WI	ST	46.07861110	-89.66722220	S	NAD83	3.58
USGS	05357245	TROUT RIVER AT TROUT LAKE NEAR BOULDER JUNCTION,WI	ST	46.03555556	-89.70555560	S	NAD83	46.2
USGS	05357254	TROUT RIVER AT CT HWY H NEAR BOULDER JUNCTION, WI	ST	46.03383900	-89.77265320	S	NAD83	58.9
USGS	05357259	TROUT RIVER NEAR BOULDER JUNCTION, WI	ST	46.05661667	-89.77237590	S	NAD83	70.8
USGS	05357302	MANITOWISH RIVER AT ST HWY 51 NR MANITOWISH WATERS	ST	46.13611110	-89.91055560	S	NAD83	250
USGS	05357335	BEAR RIVER NEAR MANITOWISH WATERS, WI	ST	46.04883770	-89.98460350	S	NAD83	81.3
USGS	0535739503	LITTLE TURTLE RIVER AT GARNET STREET AT MERCER, WI	ST	46.16355979	-90.05933110	S	NAD83	10.41
USGS	053573952	LITTLE TURTLE RIVER @ MERCER LK OUTLET @ MERCER,WI	ST	46.15494860	-90.07960940	S	NAD83	13
USGS	05357500	FLAMBEAU RIVER AT FLAMBEAU FLOWAGE, WI	ST	46.06800370	-90.22933350	S	NAD83	622.00
USGS	05358000	FLAMBEAU RIVER NEAR BUTTERNUT, WI	ST	46.00967287	-90.36961140	S	NAD83	688.00
USGS	05358170	BUTTERNUT CREEK AT CUTOFF ROAD NEAR BUTTERNUT, WI	ST	45.99634256	-90.50322400	S	NAD83	28.9
USGS	05358180	SPILLER CREEK AT CTH B NEAR BUTTERNUT, WI	ST	45.97884305	-90.53016740	S	NAD83	9.1
USGS	05358190	BUTTERNUT CREEK @ CT HIGHWAY B NEAR PARK FALLS, WI	ST	45.93884408	-90.53849830	S	NAD83	47.6
USGS	05358300	PINE CREEK NEAR OXBO, WI	ST	45.90329010	-90.68349690	S	NAD83	38.90
USGS	05358500	FLAMBEAU RIVER AT BABBS ISLAND, WI	ST	45.76857249	-90.76154470	S	NAD83	967.00
USGS	05359500	SOUTH FORK FLAMBEAU RIVER NEAR PHILLIPS, WI	ST	45.70333330	-90.61555560	S	NAD83	609
USGS	05359600	PRICE CREEK NEAR PHILLIPS, WI	ST	45.72583330	-90.66916670	S	NAD83	16.9
USGS	05360000	FLAMBEAU RIVER NEAR LADYSMITH, WI	ST	45.55552340	-90.95847930	T	NAD83	1790.00
USGS	05360500	FLAMBEAU RIVER NEAR BRUCE, WI	ST	45.40638889	-91.21944440	S	NAD83	1860
USGS	05361000	CHIPPEWA RIVER NEAR HOLCOMBE, WI	ST	45.30135430	-91.20848100	F	NAD83	3720.00
USGS	05361500	SOUTH FORK JUMP RIVER NEAR OGEMA, WI	ST	45.38885910	-90.50847840	S	NAD83	327.00
USGS	05362000	JUMP RIVER AT SHELDON, WI	ST	45.30802638	-90.95652500	S	NAD83	576
USGS	05362500	CHIPPEWA RIVER AT HOLCOMBE, WI	ST	45.22774518	-91.12097500	F	NAD83	4680.00
USGS	05363000	FISHER RIVER AT HOLCOMBE, WI	ST	45.22218980	-91.10986340	S	NAD83	81.50
USGS	05363500	ONEIL CREEK NEAR CHIPPEWA FALLS, WI	ST	45.00885025	-91.38710090	S	NAD83	78.10
USGS	05363700	YELLOW RIVER NEAR HANNIBAL, WI	ST	45.23886220	-90.69874600	S	NAD83	86.70
USGS	05364000	YELLOW RIVER AT CADOTT, WI	ST	44.95579655	-91.14681390	S	NAD83	364
USGS	05364422	COMO CREEK TRIBUTARY NEAR BLOOMER, WI	ST	45.11043330	-91.53824670	5	NAD83	3.1
USGS	05364500	DUNCAN CREEK AT BLOOMER, WI	ST	45.09996110	-91.48905020	S	NAD83	50.3
USGS	05364850	DUNCAN CREEK TRIBUTARY NEAR TILDEN, WI	ST	44.98884970	-91.44793700	S	NAD83	4.17
USGS	05365000	DUNCAN CREEK AT CHIPPEWA FALLS, WI	ST	44.94718320	-91.40015730	S	NAD83	117.00
USGS	05365500	CHIPPEWA RIVER AT CHIPPEWA FALLS, WI	ST	44.92666667	-91.41083330	S	NAD83	5650
USGS	05365550	CHIPPEWA RIVER BELOW DELLS DAM AT EAU CLAIRE, WI	ST	44.82258330	-91.50761110	1	NAD83	5710
USGS	05365707	NORTH FORK EAU CLAIRE RIVER NEAR THORP, WI	ST	44.97357826	-90.84930400	S	NAD83	51
USGS	05366000	EAU CLAIRE RIVER NEAR AUGUSTA, WI	ST	44.74718240	-91.05431830	F	NAD83	509.00
USGS	05366300	BRIDGE CREEK AT AUGUSTA, WI	ST	44.68134967	-91.11932000	S	NAD83	35.00
USGS	05366500	EAU CLAIRE RIVER NEAR FALL CREEK, WI	ST	44.80968307	-91.28182100	S	NAD83	760
USGS	05367000	CHIPPEWA RIVER AT EAU CLAIRE, WI	ST	44.79412690	-91.53627320	S	NAD83	6630.00
USGS	05367102	RED CEDAR RIVER @ CNTY TRNK HGHWY D @ BIRCHWOOD,WI	ST	45.65912287	-91.56016470	S	NAD83	70.8
USGS	05367154	SUCKER CREEK AT LOCH LOMOND BLVD NEAR BIRCHWOOD,WI	ST	45.62495700	-91.56322030	S	NAD83	12.3
USGS	05367190	HEMLOCK CREEK AT COUNTY TRUNK HGHWY F NR MIKANA,WI	ST	45.57412586	-91.51294090	S	NAD83	20.4
USGS	05367202	RED CEDAR RIVER @ RED CEDAR LAKE OUTLT @ MIKANA,WI	ST	45.58912390	-91.60183240	S	NAD83	151
USGS	05367425	RED CEDAR RIVER AT HWY 8 NEAR CAMERON, WI	ST	45.40134729	-91.77767130	S	NAD83	442.00
USGS	05367426	RED CEDAR RIVER NEAR CAMERON, WI	ST	45.38884750	-91.76544880	S	NAD83	443.00
USGS	053674464	YELLOW RIVER AT BARRON, WI	ST	45.39523615	-91.83017310	S	NAD83	153
USGS	053674962	TROUT CREEK AT CNTY TRUNK HIGHWAY DD NR BLOOMER,WI	ST	45.12713889	-91.60444440	5	NAD83	6.5
USGS	053674967	TROUT CREEK AT TENTH STREET NEAR BLOOMER, WI	ST	45.09944440	-91.65111110	S	NAD83	23.4
USGS	05367500	RED CEDAR RIVER NEAR COLFAX, WI	ST	45.05305556	-91.71194440	S	NAD83	1090
USGS	05368000	HAY RIVER AT WHEELER, WI	ST	45.04774010	-91.91101040	S	NAD83	418
USGS	05369000	RED CEDAR RIVER AT MENOMONIE, WI	ST	44.87527778	-91.93805560	S	NAD83	1770
USGS	05369500	CHIPPEWA RIVER AT DURAND, WI	ST	44.63100000	-91.97133330	1	NAD83	9010
USGS	05369900	EAU GALLE RIVER NEAR WOODVILLE, WI	ST	44.90496510	-92.26435320	S	NAD83	39.4
USGS	05369945	EAU GALLE R @ LOW-WTR BRIDGE @ SPRING VALLEY, WI	ST	44.86718750	-92.25212990	S	NAD83	47.90
USGS	05369955	FRENCH CREEK NEAR SPRING VALLEY, WI	ST	44.86802090	-92.26046350	S	NAD83	6.03
USGS	05369970	LOUSY CREEK NEAR SPRING VALLEY, WI	ST	44.87246518	-92.23935180	S	NAD83	5.97
USGS	05369985	LOHN CREEK NEAR SPRING VALLEY, WI	ST	44.86163189	-92.23379590	S	NAD83	2.53
USGS	05370000	EAU GALLE RIVER AT SPRING VALLEY, WI	ST	44.85277778	-92.23833330	S	NAD83	64
USGS	05370500	EAU GALLE RIVER AT ELMWOOD, WI	ST	44.77746517	-92.16518110	S	NAD83	91.60
USGS	05372000	BUFFALO RIVER NEAR TELL, WI	ST	44.39163220	-91.84877100	S	NAD83	406.00
USGS	05378183	JOOS VALLEY CREEK NEAR FOUNTAIN CITY, WI	ST	44.21468570	-91.66515320	S	NAD83	5.89
USGS	05378185	EAGLE CREEK AT CT HIGHWAY G NEAR FOUNTAIN CITY, WI	ST	44.20940798	-91.67848640	S	NAD83	14.3
USGS	05379288	BRUCE VALLEY CREEK NEAR PLEASANTVILLE, WI	ST	44.44579646	-91.36126940	S	NAD83	10.10
USGS	05379305	ELK CREEK NEAR INDEPENDENCE, WI	ST	44.39051899	-91.42932350	S	NAD83	108.00
USGS	053793305	TRAVERSE VALLEY CREEK N. TRIB. NR INDEPENDENCE, WI	ST	44.39857598	-91.55154440	S	NAD83	.671
USGS	053793306	TRAVERSE VALLEY CREEK S. TRIB. NR INDEPENDENCE, WI	ST	44.39552038	-91.55376660	S	NAD83	.334
USGS	05379400	TREMPEALEAU RIVER AT ARCADIA, WI	ST	44.25444444	-91.50527780	S	NAD83	552
USGS	05379500	TREMPEALEAU RIVER AT DODGE, WI	ST	44.13175000	-91.55302780	1	NAD83	643
USGS	05380000	TREMPEALEAU RIVER NEAR TREMPEALEAU, WI	ST	44.05111110	-91.51944440	S	NAD83	722
USGS	05380806	BLACK RIVER AT MEDFORD, WI	ST	45.13580210	-90.34597360	S	NAD83	47.90
USGS	05380900	POPLAR RIVER NEAR OWEN, WI	ST	44.88607766	-90.57152590	S	NAD83	157
USGS	05381000	BLACK RIVER AT NEILLSVILLE, WI	ST	44.55972220	-90.61500000	S	NAD83	749
USGS	053813595	BLACK RIVER DS ST HWY 54 AT BLACK RIVER FALLS, WI	ST	44.29357228	-90.84653100	S	NAD83	1590
USGS	05381381	PIGEON CR BELOW PIGEON CR FLOWAGE NR MILLSTON, WI	ST	44.21107316	-90.61513470	S	NAD83	5.67
USGS	05381389	CLEAR CREEK SITE C-2 AT 14TH AVE NEAR MILLSTON, WI	ST	44.15635176	-90.71263650	S	NAD83	19.5
USGS	05381392	STONY CREEK SITE S-2 AT CTH O NEAR SHAMROCK, WI	ST	44.18051789	-90.78680500	S	NAD83	8.59
USGS	05382000	BLACK RIVER NEAR GALESVILLE, WI	ST	44.06027778	-91.28722220	S	NAD83	2080
USGS	05382220	BLACK RIVER AT HIGHWAY 93 NEAR TREMPEALEAU, WI	ST	43.99968460	-91.32875500	S	NAD83	
USGS	05382240	HALFWAY CREEK AT CTH ZN NEAR ONALASKA, WI	ST	43.92666667	-91.27194440	S	NAD83	34.1
USGS	05382241	SAND LAKE COULEE AT CTH OT NEAR ONALASKA, WI	ST	43.92666667	-91.25527780	S	NAD83	8.2
USGS	05382242	HALFWAY CREEK AT MOUTH AT CTH Z NEAR ONALASKA, WI	ST	43.91638889	-91.25861110	S	NAD83	
USGS	05382255	STILLWELL CREEK AT SIXTEENTH COURT NEAR TOMAH, WI	ST	43.99388889	-90.65722220	S	NAD83	4.1
USGS	05382257	STILLWELL CREEK AT YARD ROAD NEAR TOMAH, WI	ST	44.00055556	-90.68111110	S	NAD83	5.1
USGS	05382267	LA CROSSE RIVER @ CNTY TRUNK HIGHWY BB NR TOMAH,WI	ST	44.00027778	-90.72444440	S	NAD83	60.7
USGS	05382284	SILVER CREEK AT STATE HIGHWAY 21 NEAR ANGELO, WI	ST	43.96722220	-90.76500000	S	NAD83	38.4
USGS	05382325	LA CROSSE RIVER AT SPARTA, WI	ST	43.93750000	-90.81055560	S	NAD83	167
USGS	05382500	LITTLE LA CROSSE RIVER NEAR LEON, WI	ST	43.89580020	-90.84041110	S	NAD83	77.10
USGS	05383000	LA CROSSE RIVER NEAR WEST SALEM, WI	ST	43.90135410	-91.11819210	S	NAD83	398.00
USGS	05383075	LA CROSSE RIVER NEAR LA CROSSE, WI	ST	43.86079886	-91.21041560	S	NAD83	471
USGS	05383500	MISSISSIPPI RIVER AT LA CROSSE, WI	ST	43.81361110	-91.25888890	S	NAD83	62800.00
USGS	05386490	SPRING COULEE CREEK NEAR COON VALLEY, WI	ST	43.69997020	-90.94457520	S	NAD83	8.93
USGS	05386500	COON CREEK AT COON VALLEY, WI	ST	43.70469210	-91.01846420	S	NAD83	77.20
USGS	05386999	COON CREEK AT HIGHWAY 162 NEAR STODDARD, WI	ST	43.65997020	-91.14374340	S	NAD83	120.00
USGS	05387000	COON CREEK NEAR STODDARD, WI	ST	43.66358120	-91.15235470	S	NAD83	122.00
USGS	05387100	NORTH FORK BAD AXE RIVER NEAR GENOA, WI	ST	43.55275008	-91.14957600	S	NAD83	80.8
USGS	05390101	WISCONSIN RIVER NEAR LAND O LAKES, WI	ST	46.12161850	-89.15208040	S	NAD83	34.4
USGS	05390180	WISCONSIN RIVER AT CONOVER, WI	ST	46.04772980	-89.26596950	S	NAD83	177.00
USGS	05390680	MUSKELLUNGE CR-MUSKELLUNGE L OTL-NR EAGLE RIVER,WI	ST	45.95166667	-89.39000000	S	NAD83	4.49
USGS	05390685	MUSKELLUNGE CREEK NEAR ST. GERMAIN, WI	ST	45.93361110	-89.42472220	S	NAD83	7.51
USGS	05391000	WISCONSIN RIVER @ RAINBOW LAKE NR LAKE TOMAHAWK,WI	ST	45.83050860	-89.55236359	S	NAD83	757
USGS	05391226	PELICAN RIVER NEAR RHINELANDER, WI	ST	45.58579119	-89.28595800	S	NAD83	101.00
USGS	05392000	WI RIVER AT WHIRLPOOL RAPIDS NEAR RHINELANDER, WI	ST	45.55384590	-89.50818700	S	NAD83	1220.00
USGS	05392070	TOMAHAWK RIVER AT THOROUGHFARE ROAD NR MINOCQUA,WI	ST	45.85495320	-89.67820150	S	NAD83	29.2
USGS	05392083	LINK CR(MINOCQUA THOROUGHFARE)@ STH 47 NR WOODRUFF	ST	45.87384176	-89.66431250	S	NAD83	28
USGS	05392102	TOMAHAWK RIVER @ STATE HIGHWAY 70 NEAR MINOCQUA,WI	ST	45.88328620	-89.74237090	S	NAD83	73
USGS	05392350	BEARSKIN CREEK NEAR HARSHAW, WI	ST	45.64523756	-89.68680740	S	NAD83	31.1
USGS	05392400	TOMAHAWK RIVER NEAR BRADLEY, WI	ST	45.60413020	-89.75291970	F	NAD83	422.00
USGS	05393000	TOMAHAWK RIVER AT BRADLEY, WI	ST	45.53885580	-89.74597340	S	NAD83	544.00
USGS	05393500	SPIRIT RIVER AT SPIRIT FALLS, WI	ST	45.44916667	-89.97916670	S	NAD83	81.6
USGS	05394000	NEW WOOD RIVER NEAR MERRILL, WI	ST	45.25829978	-89.84457660	S	NAD83	82.20
USGS	05394500	PRAIRIE RIVER NEAR MERRILL, WI	ST	45.23583330	-89.64972220	S	NAD83	184
USGS	05395000	WISCONSIN RIVER AT MERRILL, WI	ST	45.17833330	-89.68166670	S	NAD83	2760
USGS	05395063	PINE RIVER AT CENTER AVENUE NEAR MERRILL, WI	ST	45.15750000	-89.59750000	S	NAD83	118
USGS	05396000	BIG RIB RIVER AT RIB FALLS, WI	ST	44.97250000	-89.90527780	S	NAD83	303
USGS	05396500	LITTLE RIB RIVER NEAR WAUSAU, WI	ST	44.95996836	-89.69817910	S	NAD83	79.10
USGS	05397000	EAST BRANCH EAU CLAIRE RIVER NEAR ANTIGO, WI	ST	45.19441040	-89.22094820	F	NAD83	96.80
USGS	05397110	EAU CLAIRE RIVER NEAR ANTIGO, WI	ST	45.12580039	-89.23428130	S	NAD83	200.00
USGS	05397500	EAU CLAIRE RIVER AT KELLY, WI	ST	44.91888889	-89.55194440	S	NAD83	375
USGS	05398000	WISCONSIN RIVER AT ROTHSCHILD, WI	ST	44.88683056	-89.63574720	H	NAD83	4020
USGS	05398500	BULL CREEK JR NEAR ROTHSCHILD, WI	ST	44.83385740	-89.60873250	S	NAD83	27.40
USGS	05399000	BIG EAU PLEINE RIVER NEAR COLBY, WI	ST	44.90191040	-90.21319010	S	NAD83	78.1
USGS	05399431	HAMANN CREEK NEAR STRATFORD, WI	ST	44.91635510	-90.10707700	S	NAD83	11.3
USGS	05399500	BIG EAU PLEINE RIVER AT STRATFORD, WI	ST	44.82190980	-90.07957540	S	NAD83	224
USGS	05399550	FENWOOD CREEK AT BRADLEY, WI	ST	44.80055556	-89.97333330	S	NAD83	36.9
USGS	05399580	FREEMAN CREEK AT HALDER, WI	ST	44.78611110	-89.86194440	S	NAD83	26.5
USGS	05400000	WISCONSIN RIVER AT KNOWLTON, WI	ST	44.71191167	-89.69901120	S	NAD83	4530.00
USGS	05400100	LITTLE EAU PLEINE RIVER NEAR MARSHFIELD, WI	ST	44.72194440	-90.09916670	S	NAD83	78
USGS	05400220	LITTLE EAU PLEINE RIVER NEAR ROZELLVILLE, WI	ST	44.71302778	-89.92555560	S	NAD83	160
USGS	05400500	PLOVER RIVER NEAR STEVENS POINT, WI	ST	44.58885860	-89.48622860	S	NAD83	145.00
USGS	05400513	PLOVER RIVER AT HIGHWAY 66 AT STEVENS POINT, WI	ST	44.52333330	-89.53666670	S	NAD83	166
USGS	05400600	LITTLE PLOVER RIVER NEAR ARNOTT, WI	ST	44.46802536	-89.48900580	S	NAD83	2.24
USGS	05400625	LITTLE PLOVER RIVER NEAR PLOVER, WI	ST	44.47075000	-89.50822220	1	NAD83	16.6
USGS	05400650	LITTLE PLOVER RIVER AT PLOVER, WI	ST	44.47388889	-89.52888890	S	NAD83	19.00
USGS	05400664	MILL CREEK NEAR HEWITT, WI	ST	44.63051830	-90.12013120	S	NAD83	9.7
USGS	05400705	MILL CREEK NEAR JUNCTION CITY, WI	ST	44.57024387	-89.73289990	S	NAD83	83.3
USGS	05400710	MILL CREEK NEAR STEVENS POINT, WI	ST	44.51885569	-89.66623160	S	NAD83	102.00
USGS	05400718	MILL CREEK @ COUNTY TRUNK HIGHWAY PP NR PLOVER, WI	ST	44.47277778	-89.65944440	S	NAD83	127
USGS	05400760	WISCONSIN RIVER AT WISCONSIN RAPIDS, WI	ST	44.39468708	-89.82540240	S	NAD83	5420
USGS	05400800	WISCONSIN RIVER-OLD SITE-AT WISCONSIN RAPIDS, WI	ST	44.36802007	-89.85845890	F	NAD83	5430.00
USGS	05400853	BUENA VISTA CREEK NEAR KELLNER, WI	ST	44.37385640	-89.69789929	S	NAD83	53.10
USGS	05400870	FOURMILE CREEK NEAR KELLNER, WI	ST	44.36774537	-89.69789930	S	NAD83	51.00
USGS	05400980	WISCONSIN RIVER NEAR NEKOOSA, WI	ST	44.29885375	-89.89262660	S	NAD83	5640.00
USGS	05401020	TENMILE CREEK DITCH 5 NEAR BANCROFT, WI	ST-DCH	44.30219300	-89.54984190	S	NAD83	9.73
USGS	05401050	TENMILE CREEK NEAR NEKOOSA, WI	ST	44.26250000	-89.81027780	S	NAD83	73.3
USGS	05401100	FOURTEENMILE CREEK NEAR NEW ROME, WI	ST	44.20413416	-89.80818020	S	NAD83	91.10
USGS	05401500	WISCONSIN RIVER NEAR NECEDAH, WI	ST	44.04802216	-90.01846200	S	NAD83	5990.00
USGS	05401510	BIG ROCHE A CRI CREEK NEAR HANCOCK, WI	ST	44.17080490	-89.58317720	S	NAD83	9.61
USGS	05401535	BIG ROCHE A CRI CREEK NEAR ADAMS, WI	ST	44.09746920	-89.77651390	S	NAD83	52.8
USGS	05401556	BIG ROCHE A CRI CREEK @ STATE HWY 21 NR ARKDALE,WI	ST	44.03083330	-89.88777780	S	NAD83	143
USGS	05402000	YELLOW RIVER AT BABCOCK, WI	ST	44.30222220	-90.12194440	S	NAD83	215
USGS	05402500	YELLOW RIVER AT SPRAGUE, WI	ST	44.14218710	-90.11013059	S	NAD83	392
USGS	05403000	YELLOW RIVER AT NECEDAH, WI	ST	44.02611110	-90.07166670	S	NAD83	491
USGS	05403039	REMINGTON DITCH NEAR FINLEY, WI	ST-DCH	44.24916667	-90.18083330	S	NAD83	50.6
USGS	05403040	WEST BRANCH LITTLE YELLOW RIVER NEAR FINLEY, WI	ST	44.22746377	-90.22291090	S	NAD83	3.88
USGS	05403041	EAST BRANCH SPENCER-ROBINSON DITCH NEAR FINLEY, WI	ST	44.19829750	-90.14346490	S	NAD83	4.01
USGS	05403042	NEAL LATERAL AT CONTROL STRUCTURE #8 NR FINLEY, WI	ST	44.15801970	-90.23152130	S	NAD83	5.01
USGS	05403043	LITTLE YELLOW RIVER NEAR NECEDAH, WI	ST	44.05746520	-90.17651960	S	NAD83	102
USGS	05403044	SOUTH BRANCH YELLOW RIVER NEAR NECEDAH, WI	ST	44.04691000	-90.14790800	S	NAD83	15.8
USGS	05403045	SUK-CERNEY FLOWAGE OUTLET NEAR NECEDAH, WI	ST	44.04413200	-90.17568600	S	NAD83	7.19
USGS	05403500	LEMONWEIR RIVER AT NEW LISBON, WI	ST	43.87972220	-90.16194440	S	NAD83	507
USGS	05403630	HULBERT CREEK NEAR WISCONSIN DELLS, WI	ST	43.62611110	-89.81055560	S	NAD83	11.20
USGS	05403700	DELL CREEK NEAR LAKE DELTON, WI	ST	43.55220306	-89.86762500	S	NAD83	44.90
USGS	05404000	WISCONSIN RIVER NEAR WISCONSIN DELLS, WI	ST	43.60500000	-89.75666670	S	NAD83	8090
USGS	05404116	WEST BRANCH BARABOO RIVER AT HILLSBORO, WI	ST	43.65277778	-90.33583330	S	NAD83	39.1
USGS	054041665	BARABOO RIVER AT MAIN STREET AT REEDSBURG, WI	ST	43.53244444	-90.01144440	5	NAD83	387
USGS	05404200	NARROWS CREEK AT LOGANVILLE, WI	ST	43.44333330	-90.03583330	S	NAD83	40.10
USGS	05405000	BARABOO RIVER NEAR BARABOO, WI	ST	43.48166667	-89.63638890	S	NAD83	609
USGS	05405855	LAKE WISCONSIN TRIBUTARY #3 NR PRAIRIE DU SAC, WI	ST	43.33609840	-89.70651170	S	NAD83	.00
USGS	05405857	LAKE WISCONSIN TRIBUTARY #2 NR PRAIRIE DU SAC, WI	ST	43.33498737	-89.70567830	S	NAD83	.01
USGS	05405859	LAKE WISCONSIN TRIBUTARY #1 NR PRAIRIE DU SAC, WI	ST	43.33304298	-89.70651160	S	NAD83	.00
USGS	05406000	WISCONSIN RIVER AT PRAIRIE DU SAC, WI	ST	43.29137748	-89.71845600	F	NAD83	9180.00
USGS	05406360	MOEN CREEK AT STEWART LK OUTLET AT MOUNT HOREB, WI	ST	43.02194090	-89.74040070	S	NAD83	.7
USGS	05406450	BLACK EARTH CREEK LOW FLOW NO 3 NR CROSS PLAINS,WI	ST	43.08749510	-89.58123270	S	NAD83	3.32
USGS	054064509	BLACK EARTH CK AT STAGECOACH RD NR CROSS PLAINS,WI	ST	43.09693910	-89.62567750	S	NAD83	9.02
USGS	05406457	BLACK EARTH CREEK NR BREWERY RD AT CROSS PLAINS,WI	ST	43.10972220	-89.64083330	S	NAD83	11.4
USGS	05406460	BLACK EARTH CREEK AT CROSS PLAINS, WI	ST	43.11054978	-89.64567760	S	NAD83	14.6
USGS	05406465	BREWERY CREEK AT CT HIGHWAY K NEAR CROSS PLAINS,WI	ST	43.14916010	-89.59678810	S	NAD83	3.26
USGS	05406469	BREWERY CREEK-UPSTREAM SITE-AT CROSS PLAINS, WI	ST	43.12527778	-89.63500000	S	NAD83	10.1
USGS	05406470	BREWERY CREEK AT CROSS PLAINS, WI	ST	43.11916068	-89.64039970	S	NAD83	10.5
USGS	05406476	BLACK EARTH CREEK @ MILLS STREET @ CROSS PLAINS,WI	ST	43.11332746	-89.65012200	S	NAD83	25.5
USGS	054064895	GARFOOT CREEK AT BRAUN ROAD NEAR CROSS PLAINS, WI	ST	43.08693915	-89.69040020	S	NAD83	1.8
USGS	05406491	GARFOOT CREEK NEAR CROSS PLAINS, WI	ST	43.11027186	-89.67956680	S	NAD83	5.39
USGS	054064915	GARFOOT CREEK @ CT HIGHWAY KP NEAR CROSS PLAINS,WI	ST	43.11166070	-89.68178899	S	NAD83	5.86
