"ID","cellCount","naCells","yr2008","yr2009","yr2010","yr2011","yr2012","ROTATION","ROTATION_CODE"
41807041,675,0,"Pa","So","Co","Po","Vg","Potato/Grain/Veggie Rotation",8
41807042,675,0,"","","Pa","Al","Pa","Pasture/Hay/Grassland",7
41807043,717,0,"","Al","","","","Insufficient",5
41807044,729,0,"","","Pa","","","Insufficient",5
41807051,675,0,"","","","","","No Agriculture",6
41807052,675,0,"","Pa","Pa","","","Pasture/Hay/Grassland",7
41807053,705,0,"","Pa","Pa","","Co","Dairy Rotation",3
41807054,741,0,"","Pa","","Pa","Pa","Pasture/Hay/Grassland",7
41807061,675,0,"Al","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41807062,575,0,"","Pa","Pa","Al","Co","Dairy Rotation",3
41807063,629,0,"","","","Pa","","Insufficient",5
41807064,712,0,"","","","Pa","Pa","Pasture/Hay/Grassland",7
41807071,702,0,"","Al","","Pa","","Pasture/Hay/Grassland",7
41807072,648,0,"","Pa","","","","Insufficient",5
41807073,643,0,"","Pa","Pa","","","Pasture/Hay/Grassland",7
41807074,724,0,"","Pa","","","","Insufficient",5
41807081,710,0,"","Pa","","","","Insufficient",5
41807082,735,0,"","Pa","Co","","Co","Dairy Rotation",3
41807083,729,0,"","Pa","","","Al","Pasture/Hay/Grassland",7
41807084,726,0,"","Pa","Pa","","Al","Pasture/Hay/Grassland",7
41807091,702,0,"","Co","Co","","","Insufficient",5
41807092,690,0,"","Al","","","","Insufficient",5
41807093,705,0,"","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
41807094,712,0,"","Pa","Pa","","","Pasture/Hay/Grassland",7
41807101,689,0,"Pa","Pa","Pa","Co","Co","Dairy Rotation",3
41807102,702,0,"Pa","Co","Co","Co","Co","Dairy Rotation",3
41807103,729,0,"Po","Pa","Co","Po","Co","Dairy, Potato Year",4
41807104,729,0,"Co","Co","Co","Co","So","Cash Grain",1
41807111,734,0,"Po","So","Po","Co","Po","Potato/Grain/Veggie Rotation",8
41807112,730,0,"Co","Po","Db","Po","Co","Potato/Grain/Veggie Rotation",8
41807113,729,0,"Po","Co","Po","Co","Po","Potato/Grain/Veggie Rotation",8
41807114,702,0,"Co","Po","Pa","Po","Pa","Dairy, Potato Year",4
41807121,729,0,"Al","Al","Co","Db","Co","Insufficient",5
41807122,740,0,"Co","Db","Db","Co","Co","Insufficient",5
41807123,755,0,"Co","Co","Co","Co","Co","Continuous Corn",2
41807124,729,0,"Po","Pa","Po","So","Po","Potato/Grain/Veggie Rotation",8
41807131,729,0,"Co","Co","Co","Co","Al","Dairy Rotation",3
41807132,727,0,"Vg","Co","Po","Db","Co","Potato/Grain/Veggie Rotation",8
41807133,723,0,"Vg","Co","Po","Co","Co","Potato/Grain/Veggie Rotation",8
41807134,728,0,"Pa","Co","Co","Po","Co","Dairy, Potato Year",4
41807141,725,0,"Db","Po","Co","Po","Co","Potato/Grain/Veggie Rotation",8
41807142,729,0,"Pa","Pa","Pa","Co","Co","Dairy Rotation",3
41807143,713,0,"Co","Po","Co","Po","Co","Potato/Grain/Veggie Rotation",8
41807144,729,0,"Co","Po","Co","Po","Co","Potato/Grain/Veggie Rotation",8
41807151,729,0,"Pa","Pa","Co","Vg","Co","Insufficient",5
41807152,718,0,"Co","Co","Co","Vg","Co","Insufficient",5
41807153,707,0,"Co","Co","Ot","Vg","Po","Potato/Grain/Veggie Rotation",8
41807154,713,0,"","Pa","","Pa","","Pasture/Hay/Grassland",7
41807161,713,0,"Corn;Soybeans","Co","Co","Vg","Co","Insufficient",5
41807162,729,0,"Co","Co","Ot","Vg","Co","Insufficient",5
41807163,729,0,"Pa","Co","Co","Al","Co","Dairy Rotation",3
41807164,729,0,"Co","Co","Ot","Vg","Co","Insufficient",5
41807171,729,0,"","Pa","Pa","","Pa","Pasture/Hay/Grassland",7
41807172,729,0,"","Pa","Pa","","","Pasture/Hay/Grassland",7
41807173,709,0,"Ot","Pa","Pa","Pa","","Pasture/Hay/Grassland",7
41807174,726,0,"Co","Pa","Pa","Ot","Co","Dairy Rotation",3
41807181,729,0,"","Pa","","","Pa","Pasture/Hay/Grassland",7
41807182,643,0,"","","","","","No Agriculture",6
41807183,667,0,"","","","","","No Agriculture",6
41807184,711,0,"","","Pa","","","Insufficient",5
41807191,729,0,"","","","Pa","","Insufficient",5
41807192,652,0,"","","Pa","","Pa","Pasture/Hay/Grassland",7
41807193,647,0,"","","","Co","","Insufficient",5
41807194,730,0,"","","Pa","","Pa","Pasture/Hay/Grassland",7
41807201,721,0,"","Pa","Pa","Pa","","Pasture/Hay/Grassland",7
41807202,718,0,"","Pa","Pa","Co","Pa","Dairy Rotation",3
41807203,727,0,"","Pa","","","","Insufficient",5
41807204,702,0,"","Pa","","","Pa","Pasture/Hay/Grassland",7
41807211,729,0,"Pa","Pa","Pa","","","Pasture/Hay/Grassland",7
41807212,710,0,"Al","Pa","Pa","","Pa","Pasture/Hay/Grassland",7
41807213,693,0,"","","Pa","","Co","Dairy Rotation",3
41807214,685,0,"Co","Co","Co","Po","Co","Potato/Grain/Veggie Rotation",8
41807221,695,0,"Co","Co","Co","Co","Co","Continuous Corn",2
41807222,725,0,"Co","Co","Co","Po","Co","Potato/Grain/Veggie Rotation",8
41807223,706,0,"Co","Co","Co","Po","Co","Potato/Grain/Veggie Rotation",8
41807224,729,0,"Co","Co","Co","Co","Co","Continuous Corn",2
41807231,721,0,"Pa","Po","","Pa","Co","Dairy, Potato Year",4
41807232,710,0,"Co","Pa","Co","Co","Po","Dairy, Potato Year",4
41807233,727,0,"Co","Co","Co","Co","Po","Potato/Grain/Veggie Rotation",8
41807234,686,0,"Co","Po","Co","Po","Al","Dairy, Potato Year",4
41807241,719,0,"Co","Po","Co","Co","Soybeans;Potatoes","Potato/Grain/Veggie Rotation",8
41807242,722,0,"Corn;Pasture","Po","Co","So","Po","Potato/Grain/Veggie Rotation",8
41807243,723,0,"Pa","Po","Pa","Po","Co","Dairy, Potato Year",4
41807244,721,0,"Co","Po","Vg","Po","Co","Potato/Grain/Veggie Rotation",8
41807251,721,0,"Co","Co","Co","Po","Al","Dairy, Potato Year",4
41807252,697,0,"Pa","Po","Pa","Po","Pa","Potato/Grain/Veggie Rotation",8
41807253,696,0,"Pa","Ot","Po","So","Vg","Potato/Grain/Veggie Rotation",8
41807254,718,0,"Po","Co","Db","Po","Co","Potato/Grain/Veggie Rotation",8
41807261,723,0,"Co","Po","Vg","Po","Co","Potato/Grain/Veggie Rotation",8
41807262,729,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
41807263,702,0,"Co","Co","Co","Po","Po","Potato/Grain/Veggie Rotation",8
41807264,702,0,"Co","Co","Pa","Pa","","Dairy Rotation",3
41807271,729,0,"Db","Co","Po","Co","Co","Potato/Grain/Veggie Rotation",8
41807272,713,0,"Pa","Co","Po","Co","Co","Dairy, Potato Year",4
41807273,702,0,"Pa","Pa","Pa","","Pa","Pasture/Hay/Grassland",7
41807274,717,0,"Pa","Pa","Pa","Pa","Al","Pasture/Hay/Grassland",7
41807281,718,0,"Pa","Al","Pa","Co","Co","Dairy Rotation",3
41807282,729,0,"","Pa","Pa","","","Pasture/Hay/Grassland",7
41807283,729,0,"","","Pa","Co","Co","Dairy Rotation",3
41807284,729,0,"Al","Al","Pa","","Co","Dairy Rotation",3
41807291,729,0,"","Pa","Co","","","Dairy Rotation",3
41807292,729,0,"","Pa","Pa","","Pa","Pasture/Hay/Grassland",7
41807293,729,0,"Pa","Pa","Pa","","Al","Pasture/Hay/Grassland",7
41807294,729,0,"Pa","Pa","Pa","Pa","Ot","Pasture/Hay/Grassland",7
41807301,722,0,"","","Pa","","Pa","Pasture/Hay/Grassland",7
41807302,640,0,"","Pa","Pa","","Pa","Pasture/Hay/Grassland",7
41807303,648,0,"","","","Al","Pa","Pasture/Hay/Grassland",7
41807304,719,0,"","","","","","No Agriculture",6
41807311,732,0,"Pa","Pa","Al","Al","Al","Pasture/Hay/Grassland",7
41807312,648,0,"","Co","Pa","Pa","Co","Dairy Rotation",3
41807313,671,0,"Co","Co","Co","Al","Co","Dairy Rotation",3
41807314,721,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
41807321,729,0,"Pa","Pa","Co","Co","Co","Dairy Rotation",3
41807322,729,0,"","Co","Co","Co","Al","Dairy Rotation",3
41807323,719,0,"Pa","Pa","Pa","Al","Pa","Pasture/Hay/Grassland",7
41807324,729,0,"Pa","Pa","Pa","Pa","","Pasture/Hay/Grassland",7
41807331,729,0,"So","Co","So","Co","Co","Cash Grain",1
41807332,729,0,"Co","Co","So","Co","Co","Cash Grain",1
41807333,729,0,"Pa","Pa","So","Co","Co","Cash Grain",1
41807334,729,0,"Soybeans;Pasture","Co","So","Co","So","Cash Grain",1
41807341,711,0,"Al","Al","Al","Al","Al","Pasture/Hay/Grassland",7
41807342,724,0,"Pa","Pa","Pa","","","Pasture/Hay/Grassland",7
41807343,729,0,"Pa","Co","Pa","Pa","Al","Dairy Rotation",3
41807344,715,0,"Al","Al","Al","Al","Al","Pasture/Hay/Grassland",7
41807351,729,0,"Pa","Co","Pa","Po","Db","Potato/Grain/Veggie Rotation",8
41807352,729,0,"Po","Co","Db","Co","Db","Potato/Grain/Veggie Rotation",8
41807353,725,0,"Co","Co","Db","Co","Po","Potato/Grain/Veggie Rotation",8
41807354,729,0,"Co","Po","Db","Co","Po","Potato/Grain/Veggie Rotation",8
41807361,698,0,"Po","Co","Vg","So","Po","Potato/Grain/Veggie Rotation",8
41807362,729,0,"Db","Db","Pa","Db","Co","Insufficient",5
41807363,729,0,"Co","So","Po","Co","So","Potato/Grain/Veggie Rotation",8
41807364,720,0,"Co","Po","Db","Co","Po","Potato/Grain/Veggie Rotation",8
41808022,661,0,"Co","Co","Co","Co","Co","Continuous Corn",2
41808031,699,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41808032,698,0,"Pa","Pa","","Co","Co","Dairy Rotation",3
41808033,729,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41808034,714,0,"Pa","Pa","Pa","Pa","Al","Pasture/Hay/Grassland",7
41808041,667,0,"Co","Po","Co","Po","Co","Potato/Grain/Veggie Rotation",8
41808042,669,0,"Co","So","Co","Co","Co","Cash Grain",1
41808043,729,0,"Al","Al","Al","Co","Co","Dairy Rotation",3
41808044,729,0,"Al","Al","Al","Al","Al","Pasture/Hay/Grassland",7
41808051,674,0,"So","Db","Db","Po","Co","Potato/Grain/Veggie Rotation",8
41808052,664,0,"Co","Co","Al","Al","Co","Dairy Rotation",3
41808053,715,0,"Co","Co","Db","Po","Co","Potato/Grain/Veggie Rotation",8
41808054,729,0,"Co","Co","Db","Co","Po","Potato/Grain/Veggie Rotation",8
41808061,643,0,"Pa","Co","Db","Po","Co","Potato/Grain/Veggie Rotation",8
41808062,336,0,"Pa","Co","So","Po","Co","Dairy, Potato Year",4
41808063,384,0,"Ot","Db","Po","Co","Po","Potato/Grain/Veggie Rotation",8
41808064,721,0,"Po","Co","Pa","Po","Co","Dairy, Potato Year",4
41808071,729,0,"Co","Co","Po","Co","Po","Potato/Grain/Veggie Rotation",8
41808072,378,0,"Co","Co","Po","Co","Po","Potato/Grain/Veggie Rotation",8
41808073,395,0,"Pa","Co","Po","Co","Po","Dairy, Potato Year",4
41808074,719,0,"Po","Co","Po","Co","Po","Potato/Grain/Veggie Rotation",8
41808081,720,0,"Db","Po","Db","Co","Co","Potato/Grain/Veggie Rotation",8
41808082,719,0,"Al","Co","Po","Co","Co","Dairy, Potato Year",4
41808083,721,0,"Po","Co","Po","Co","Po","Potato/Grain/Veggie Rotation",8
41808084,722,0,"Db","Po","Db","Po","Co","Potato/Grain/Veggie Rotation",8
41808091,725,0,"Al","Al","Al","Al","Co","Dairy Rotation",3
41808092,717,0,"Co","Db","Co","Co","Co","Insufficient",5
41808093,729,0,"Pa","Pa","Co","Co","Db","Insufficient",5
41808094,712,0,"Pa","Pa","","Co","Co","Dairy Rotation",3
41808102,729,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41808162,699,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
41808163,701,0,"","","","","Pa","Insufficient",5
41808171,687,0,"Co","Po","Co","Co","Po","Potato/Grain/Veggie Rotation",8
41808172,729,0,"Co","Po","Co","So","Po","Potato/Grain/Veggie Rotation",8
41808173,729,0,"Co","Co","Po","Co","Co","Potato/Grain/Veggie Rotation",8
41808174,728,0,"Db","Co","Co","Co","Co","Insufficient",5
41808181,729,0,"Po","Pa","So","Po","Po","Potato/Grain/Veggie Rotation",8
41808182,405,0,"Co","Db","So","Po","Co","Potato/Grain/Veggie Rotation",8
41808183,400,0,"Po","So","Co","Po","So","Potato/Grain/Veggie Rotation",8
41808184,729,0,"So","Po","Co","Co","Po","Potato/Grain/Veggie Rotation",8
41808191,716,0,"Co","Co","Po","Co","Co","Potato/Grain/Veggie Rotation",8
41808192,395,0,"Po","Co","Co","Po","Co","Potato/Grain/Veggie Rotation",8
41808193,405,0,"Co","Co","So","Po","Co","Potato/Grain/Veggie Rotation",8
41808194,719,0,"Co","Db","Po","Co","Co","Potato/Grain/Veggie Rotation",8
41808201,729,0,"","Pa","Pa","","Co","Dairy Rotation",3
41808202,729,0,"Co","Co","Db","Po","Co","Potato/Grain/Veggie Rotation",8
41808203,729,0,"So","","Pa","Db","Co","Insufficient",5
41808292,702,0,"Pa","Pa","Pa","Co","Co","Dairy Rotation",3
41808293,729,0,"Pa","Pa","Pa","So","","Insufficient",5
41808301,725,0,"Co","Db","Co","Po","Vg","Potato/Grain/Veggie Rotation",8
41808302,405,0,"Co","So","Po","Vg","Co","Potato/Grain/Veggie Rotation",8
41808303,405,0,"So","Po","Co","So","Po","Potato/Grain/Veggie Rotation",8
41808304,729,0,"So","Co","Po","Vg","So","Potato/Grain/Veggie Rotation",8
41808311,702,0,"So","Po","Co","So","Po","Potato/Grain/Veggie Rotation",8
41808312,390,0,"Po","Co","Co","Po","Co","Potato/Grain/Veggie Rotation",8
41808313,379,0,"Co","Al","Co","Co","Co","Dairy Rotation",3
41808314,729,0,"Pa","Pa","Co","Co","Co","Dairy Rotation",3
41901011,716,0,"","","Pa","Co","","Dairy Rotation",3
41901012,692,0,"","","","Pa","Al","Pasture/Hay/Grassland",7
41901013,723,0,"Co","","Pa","Al","Pa","Dairy Rotation",3
41901014,725,0,"Co","Pa","Pa","So","Co","Cash Grain",1
41901021,667,0,"","","Pa","","","Insufficient",5
41901022,650,0,"","","Co","","Co","Insufficient",5
41901023,700,0,"","","Co","","","Insufficient",5
41901024,724,0,"","","","","","No Agriculture",6
41901031,657,0,"Co","","Pa","","Co","Dairy Rotation",3
41901032,623,0,"Pa","","Pa","","","Pasture/Hay/Grassland",7
41901033,710,0,"","Pa","Al","","","Pasture/Hay/Grassland",7
41901034,723,0,"","","Co","","","Insufficient",5
41901041,648,0,"","","Pa","Co","Pa","Dairy Rotation",3
41901042,668,0,"","","","","Co","Insufficient",5
41901043,723,0,"","","Co","Co","Al","Dairy Rotation",3
41901044,713,0,"Pa","","Pa","","Pa","Pasture/Hay/Grassland",7
41901051,677,0,"","","","","","No Agriculture",6
41901052,681,0,"","","Co","","","Insufficient",5
41901053,725,0,"","Pa","So","Ot","Co","Cash Grain",1
41901054,724,0,"","","","So","Co","Cash Grain",1
41901061,694,0,"","","","","","No Agriculture",6
41901062,882,0,"Pa","","","Co","","Dairy Rotation",3
41901063,912,0,"So","So","","So","Co","Cash Grain",1
41901064,723,0,"Pa","Pa","So","So","Co","Cash Grain",1
41901071,711,0,"Co","Pa","","Co","Pa","Dairy Rotation",3
41901072,913,0,"Co","","Pa","Co","Co","Dairy Rotation",3
41901073,934,0,"Pa","","Pa","Al","Pa","Pasture/Hay/Grassland",7
41901074,695,0,"Pa","Pa","Pa","Ot","Pa","Pasture/Hay/Grassland",7
41901081,721,0,"","","So","","Co","Cash Grain",1
41901082,714,0,"","","Co","Ot","","Insufficient",5
41901083,705,0,"Pa","","Pa","Ot","Pa","Pasture/Hay/Grassland",7
41901084,723,0,"","Pa","So","","","Insufficient",5
41901091,701,0,"","Co","","","","Insufficient",5
41901092,724,0,"","","Co","","","Insufficient",5
41901093,720,0,"Co","Pa","So","Co","Co","Cash Grain",1
41901094,705,0,"","","Pa","Co","Pa","Dairy Rotation",3
41901101,728,0,"","","Co","Co","Pa","Dairy Rotation",3
41901102,727,0,"","","Co","","","Insufficient",5
41901103,728,0,"","","Pa","","","Insufficient",5
41901104,728,0,"","","Co","","","Insufficient",5
41901111,731,0,"","","Co","","","Insufficient",5
41901112,702,0,"","","Co","Co","","Insufficient",5
41901113,715,0,"","","Pa","","","Insufficient",5
41901114,719,0,"","","Pa","","","Insufficient",5
41901121,726,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
41901122,731,0,"","","Pa","","","Insufficient",5
41901123,731,0,"","","","","Pa","Insufficient",5
41901124,726,0,"","","Pa","","","Insufficient",5
41901131,722,0,"","","Pa","","","Insufficient",5
41901132,717,0,"So","","Pa","Co","Pa","Cash Grain",1
41901133,701,0,"","Pa","Pa","","Ot","Pasture/Hay/Grassland",7
41901134,723,0,"","Co","Pa","Co","Co","Dairy Rotation",3
41901141,689,0,"","","Pa","","","Insufficient",5
41901142,716,0,"Pa","Pa","Co","","Pa","Dairy Rotation",3
41901143,717,0,"","","Pa","So","Pa","Insufficient",5
41901144,708,0,"","","","","Al","Insufficient",5
41901151,719,0,"Pa","","Co","Co","","Dairy Rotation",3
41901152,723,0,"","Pa","Pa","Co","Pa","Dairy Rotation",3
41901153,709,0,"","","Co","Co","Pa","Dairy Rotation",3
41901154,717,0,"","","Co","","","Insufficient",5
41901161,700,0,"Pa","Pa","Pa","Co","","Dairy Rotation",3
41901162,719,0,"Pa","Pa","Pa","Co","Al","Dairy Rotation",3
41901163,720,0,"Co","Co","Pa","Pa","Pa","Dairy Rotation",3
41901164,707,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41901171,723,0,"","","Pa","","","Insufficient",5
41901172,706,0,"Co","Pa","Pa","Pa","Pa","Dairy Rotation",3
41901173,705,0,"Co","Co","Pa","Pa","Pa","Dairy Rotation",3
41901174,725,0,"","Pa","","Co","","Dairy Rotation",3
41901181,737,0,"Pa","Co","Pa","Pa","Pa","Dairy Rotation",3
41901182,948,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41901183,949,0,"Pa","Pa","Pa","Pa","Co","Dairy Rotation",3
41901184,738,0,"Pa","Co","Co","Pa","Pa","Dairy Rotation",3
41901191,711,0,"Pa","Co","Ot","Ot","Pa","Dairy Rotation",3
41901192,914,0,"Pa","","Co","Co","Co","Dairy Rotation",3
41901193,903,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41901194,717,0,"","","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41901201,715,0,"","","Pa","","","Insufficient",5
41901202,690,0,"Pa","So","Soybeans;Pasture","Pa","Co","Cash Grain",1
41901203,685,0,"","","Pa","","","Insufficient",5
41901204,718,0,"","","Pa","","","Insufficient",5
41901211,721,0,"","Al","Pa","Co","Pa","Dairy Rotation",3
41901212,719,0,"","","Pa","","","Insufficient",5
41901213,721,0,"","","","","","No Agriculture",6
41901214,723,0,"","","","","","No Agriculture",6
41901221,726,0,"","Pa","Pa","Co","Pa","Dairy Rotation",3
41901222,697,0,"Pa","So","","Co","","Cash Grain",1
41901223,697,0,"","Pa","Pa","Co","","Dairy Rotation",3
41901224,725,0,"","","","","","No Agriculture",6
41901231,707,0,"Pa","Pa","Pa","","","Pasture/Hay/Grassland",7
41901232,724,0,"","","Pa","Co","","Dairy Rotation",3
41901233,721,0,"","So","Pa","","","Insufficient",5
41901234,702,0,"Co","Pa","Pa","","","Dairy Rotation",3
41901241,707,0,"","Pa","Pa","","","Pasture/Hay/Grassland",7
41901242,709,0,"Pa","So","Pa","Co","Pa","Cash Grain",1
41901243,720,0,"Pa","Pa","Pa","So","Pa","Insufficient",5
41901244,682,0,"","","Co","","","Insufficient",5
41901251,706,0,"Pa","Pa","Pa","","","Pasture/Hay/Grassland",7
41901252,728,0,"","Pa","Co","Co","","Dairy Rotation",3
41901253,730,0,"Pa","Pa","","Co","","Dairy Rotation",3
41901254,705,0,"","","Pa","","","Insufficient",5
41901261,727,0,"","Pa","","Co","Co","Dairy Rotation",3
41901262,702,0,"Co","So","Pa","Co","Pa","Cash Grain",1
41901263,701,0,"","Pa","","Co","","Dairy Rotation",3
41901264,728,0,"","Pa","Co","Al","Co","Dairy Rotation",3
41901271,728,0,"","","Co","Co","Co","Continuous Corn",2
41901272,701,0,"","","Pa","","Co","Dairy Rotation",3
41901273,701,0,"","","","Co","Pa","Dairy Rotation",3
41901274,728,0,"","Pa","Co","Al","","Dairy Rotation",3
41901281,729,0,"","","Pa","","Pa","Pasture/Hay/Grassland",7
41901282,730,0,"","","So","","Pa","Insufficient",5
41901283,729,0,"Co","","Pa","","","Dairy Rotation",3
41901284,728,0,"","","Pa","Co","Pa","Dairy Rotation",3
41901291,732,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41901292,732,0,"Co","Pa","Pa","Co","Pa","Dairy Rotation",3
41901293,736,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41901294,732,0,"Pa","Pa","Pa","Al","Al","Pasture/Hay/Grassland",7
41901301,711,0,"","","Pa","","Pa","Pasture/Hay/Grassland",7
41901302,916,0,"Pa","Pa","Pa","Co","Pa","Dairy Rotation",3
41901303,905,0,"Pa","","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41901304,717,0,"Co","","Pa","Pa","","Dairy Rotation",3
41901311,710,0,"Co","Pa","Pa","Co","Pa","Dairy Rotation",3
41901312,882,0,"Pa","Co","Pa","Co","So","Cash Grain",1
41901313,880,0,"Pa","","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41901314,717,0,"","","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41901321,718,0,"","","Pa","Co","","Dairy Rotation",3
41901322,712,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41901323,711,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41901324,715,0,"","","Pa","","","Insufficient",5
41901331,722,0,"","Pa","","","Co","Dairy Rotation",3
41901332,720,0,"","","","","","No Agriculture",6
41901333,720,0,"Pa","Pa","Pa","","","Pasture/Hay/Grassland",7
41901334,704,0,"Al","","Pa","","Co","Dairy Rotation",3
41901341,718,0,"Co","Pa","","Co","Pa","Dairy Rotation",3
41901342,697,0,"","","Co","Co","","Insufficient",5
41901343,717,0,"Co","","","","","Insufficient",5
41901344,700,0,"Co","","Co","","Co","Continuous Corn",2
41901351,725,0,"","Pa","","","","Insufficient",5
41901352,708,0,"","Co","Co","Co","","Continuous Corn",2
41901353,727,0,"","Pa","Co","Co","Al","Dairy Rotation",3
41901354,726,0,"","Pa","Pa","","Pa","Pasture/Hay/Grassland",7
41901361,704,0,"","Pa","Pa","","","Pasture/Hay/Grassland",7
41901362,714,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41901363,697,0,"","Pa","Pa","Co","","Dairy Rotation",3
41901364,723,0,"Pa","Pa","Pa","Pa","Al","Pasture/Hay/Grassland",7
41902011,676,0,"","Co","Pa","Co","","Dairy Rotation",3
41902012,718,0,"","Al","","","","Insufficient",5
41902013,729,0,"","","","So","","Insufficient",5
41902014,702,0,"","","","","","No Agriculture",6
41902021,704,0,"","","Co","","","Insufficient",5
41902022,714,0,"","","","","","No Agriculture",6
41902023,702,0,"","","","","","No Agriculture",6
41902024,702,0,"","","","","","No Agriculture",6
41902031,731,0,"","","","","","No Agriculture",6
41902032,763,0,"","","","","","No Agriculture",6
41902033,719,0,"","","","","","No Agriculture",6
41902034,717,0,"","","","","","No Agriculture",6
41902041,760,0,"","","","","So","Insufficient",5
41902042,733,0,"","Pa","","","","Insufficient",5
41902043,722,0,"","Co","","","","Insufficient",5
41902044,723,0,"","Pa","","","","Insufficient",5
41902051,729,0,"","Al","","","","Insufficient",5
41902052,746,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41902053,729,0,"Pa","Pa","Pa","So","Pa","Insufficient",5
41902054,747,0,"","Pa","","","","Insufficient",5
41902061,712,0,"Pa","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41902062,754,0,"Co","Al","Pa","Pa","Pa","Dairy Rotation",3
41902063,744,0,"","Pa","Pa","Pa","Pa","Pasture/Hay/Grassland",7
41902064,729,0,"","Pa","Pa","Pa","Al","Pasture/Hay/Grassland",7
41902071,716,0,"","Pa","Pa","","Pa","Pasture/Hay/Grassland",7
41902072,748,0,"","Al","Co","","Pa","Dairy Rotation",3
41902073,729,0,"","Pa","Pa","","Pa","Pasture/Hay/Grassland",7
41902074,726,0,"","Pa","Co","Co","Pa","Dairy Rotation",3
41902081,733,0,"","","","","","No Agriculture",6
41902082,737,0,"","","Pa","So","Co","Cash Grain",1
41902083,715,0,"","","","","","No Agriculture",6
41902084,716,0,"","","","","","No Agriculture",6
41902091,730,0,"","","","","","No Agriculture",6
41902092,744,0,"","","","","","No Agriculture",6
41902093,753,0,"","","","","","No Agriculture",6
41902094,731,0,"","","","","","No Agriculture",6
41902101,717,0,"Pa","Al","","","","Pasture/Hay/Grassland",7
41902102,704,0,"","Pa","Co","","","Dairy Rotation",3
41902103,715,0,"Pa","","","","","Insufficient",5
41902104,723,0,"Pa","","Co","","","Dairy Rotation",3
41902111,705,0,"","","","","","No Agriculture",6
41902112,711,0,"","","","","","No Agriculture",6
41902113,720,0,"","Pa","So","","","Insufficient",5
41902114,724,0,"","","","","","No Agriculture",6
41902121,676,0,"","","","","","No Agriculture",6
41902122,714,0,"","Al","","","","Insufficient",5
41902123,716,0,"","","","","","No Agriculture",6
41902124,717,0,"","Co","","","","Insufficient",5
41902131,730,0,"","","","","","No Agriculture",6
41902132,726,0,"","","","","","No Agriculture",6
41902133,733,0,"","","","","","No Agriculture",6
41902134,733,0,"","Al","","Al","","Pasture/Hay/Grassland",7
41902141,702,0,"","","","","","No Agriculture",6
41902142,702,0,"","","","","","No Agriculture",6
41902143,726,0,"","","","","","No Agriculture",6
41902144,720,0,"","","","","","No Agriculture",6
41902151,677,0,"","","","","","No Agriculture",6
41902152,690,0,"Pa","Pa","","","So","Insufficient",5
41902153,660,0,"","Pa","Co","","","Dairy Rotation",3
41902154,682,0,"","Al","","","","Insufficient",5
41902161,704,0,"","Al","Co","","","Dairy Rotation",3
41902162,735,0,"","","Pa","","","Insufficient",5
41902163,729,0,"","","","","","No Agriculture",6
41902164,695,0,"","Pa","Pa","","","Pasture/Hay/Grassland",7
41902171,690,0,"","","","","","No Agriculture",6
41902172,716,0,"","","","Pa","","Insufficient",5
41902173,721,0,"Al","Pa","Co","","","Dairy Rotation",3
41902174,721,0,"","","","","","No Agriculture",6
41902181,712,0,"Pa","Pa","Co","Co","","Dairy Rotation",3
41902182,729,0,"","Pa","Co","","Pa","Dairy Rotation",3
41902183,724,0,"Co","Al","Co","Co","","Dairy Rotation",3
41902184,724,0,"","","Pa","","","Insufficient",5
41902191,709,0,"","So","Pa","","","Insufficient",5
41902192,711,0,"Pa","Pa","Pa","","","Pasture/Hay/Grassland",7
41902193,728,0,"","","Pa","","","Insufficient",5
41902194,718,0,"","Pa","Co","","","Dairy Rotation",3
41902201,751,0,"","","","","","No Agriculture",6
41902202,756,0,"","","","","","No Agriculture",6
